labels,created_at,body,number,state_reason,title,state,translation,src_lang,gpt_translation,gpt_src_lang,deepL_translation,deepL_src_lang,aws_translation,aws_src_lang
info-needed:*english-please:translation-required-chinese-simplified,2022-05-30T11:24:14Z,"Issue Type: <b>Feature Request</b>

powershell 快捷键太难用了。翻找历史命令根本找不到。。。。ctl+l 不应该是翻页吗？？ 请改成zsh或者linux 一样的快捷键

",150700,completed,powershell 快捷键太难用了。,closed,"Issue Type: <b>Feature Request</b> PowerShell shortcut keys are too hard to use. I can&#39;t find any commands in the history. . . . Shouldn&#39;t ctl+l be used to turn pages? ? Please change it to the same shortcut keys as zsh or linux

",zh-CN,The PowerShell shortcuts are too hard to use. Issue Type: Feature Request. The PowerShell shortcuts are too hard to use. Finding history commands is impossible... Isn't ctl+l supposed to be for paging?? Please change it to shortcuts like those in zsh or Linux.,zh,powershell shortcuts are too hard to use. Issue Type: <b>Feature Request</b> powershell shortcuts are too hard to use. I can't find the history command.... Shouldn't ctl+l be page? Please change it to zsh or linux shortcut.,ZH,"Powershell shortcuts are too difficult to use. Issue Type: <b>Feature Request</b> powershell shortcuts are too difficult to use. Looking through historical orders, I can't find it at all... Shouldn't ctl+l be page flipping?? Please change to a shortcut like zsh or Linux",zh
info-needed:*english-please:translation-required-portuguese-brazil,2022-05-27T20:26:36Z,,150568,completed,Programa Launch.json não existe,closed,,,Launch.json program does not exist.,pt,Program Launch.json does not exist,PT,Launch.json program doesn't exist ,pt
info-needed:*english-please:translation-required-italian,2022-05-27T13:48:30Z,"mentre programmavo, ho cliccato alt gr + [ e lo schermo si è ingrandito al punto di diventare inutilizzabile, come risolvo?",150536,completed,grandezza schermo,closed,"while I was programming, I clicked alt gr + [ and the screen got so big it was unusable, how do I fix this?",it,screen size. while I was programming I clicked alt gr + [ and the screen enlarged to the point of becoming unusable how do I solve it?,it,screen size while I was programming I clicked alt gr + [ and the screen enlarged to the point of being unusable how do I fix it?,IT,Screen size while I was programming I clicked alt gr + [and the screen got bigger to the point of becoming unusable how do I solve it?,it
info-needed:*english-please:translation-required-french,2022-05-25T17:24:38Z,"
Issue Type: <b>Bug</b>

les fichiers sont ouvert sous forme de notes book avec un seul bloc d'ecriture et non un fichier dans lequel je peux marquer du code

",150400,completed,mes fichier ne s'affiche pas,closed,"
Issue Type: <b>Bug</b> files are opened as notes book with only one writing block and not a file in which I can mark code

",fr,"my file is not displaying. Issue Type: Bug, the files are opened as notebooks with a single writing block and not a file in which I can write code.",fr,my files are not displayed Issue Type: <b>Bug</b>the files are opened as a notes book with a single block of writing and not a file in which I can mark code,FR,My files are not displayed Issue Type: <b>Bug</b> the files are opened as a note book with a single writing block and not a file in which I can mark code,fr
info-needed:*english-please:translation-required-french:triage-needed,2022-05-25T10:09:01Z,"Issue Type: <b>Feature Request</b>

I can't copy/paste with the default keyboard shortcut Ctrl+c/Ctrl+v, have you ever had this problem?

",150358,completed,Ctrl+c | Ctrl+v =>Doesn't work on VS Code,closed,"Issue Type: <b>Feature Request</b>

I can't copy/paste with the default keyboard shortcut Ctrl+c/Ctrl+v, have you ever had this problem?

",en,Ctrl+c | Ctrl+v => Doesn't work on VS Code. Issue Type: Feature Request I can't copy/paste with the default keyboard shortcut Ctrl+c/Ctrl+v have you ever had this problem?.,en,Ctrl+c | Ctrl+v =>Doesn't work on VS Code Issue Type: <b>Feature Request</b>I can't copy/paste with the default keyboard shortcut Ctrl+c/Ctrl+v have you ever had this problem?,EN,Ctrl+c | Ctrl+v =>Doesn't work on VS Code Issue Type: <b>Feature Request</b>I can't copy/paste with the default keyboard shortcut Ctrl+c/Ctrl+v have you ever had this problem?,en
info-needed:*english-please:translation-required-portuguese-brazil:triage-needed,2022-05-24T13:30:50Z,"Issue Type: <b>Bug</b>

I have a bug on my project. I changed the background color and i can't back with default or change for anything. What i don't understand is that other projects are changing normally, this happen only with this specify project. 

![image](https://user-images.githubusercontent.com/19982365/170296373-a34391b1-e08e-4f90-a480-c9bc5add0f1f.png)

",150271,completed,Cor do projeto está alterada,closed,"Issue Type: <b>Bug</b>

I have a bug on my project. I changed the background color and i can't back with default or change for anything. What i don't understand is that other projects are changing normally, this happen only with this specify project. 

![image](https://user-images.githubusercontent.com/19982365/170296373-a34391b1-e08e-4f90-a480-c9bc5add0f1f.png)

",en,Project color is changed. Issue Type: Bug. I have a bug on my project. I changed the background color and I can't revert to the default or change it to anything else. What I don't understand is that other projects are changing normally; this happens only with this specific project.,pt,Cor do projeto está alterada Issue Type: <b>Bug</b>I have a bug on my project. I changed the background color and i can't back with default or change for anything. What i don't understand is that other projects are changing normally this happen only with this specify project. ![image](https://user-images.githubusercontent.com/19982365/170296373-a34391b1-e08e-4f90-a480-c9bc5add0f1f.png),EN,Cor do projeto está alterada Issue Type: <b>Bug</b>I have a bug on my project. I changed the background color and i can't back with default or change for anything. What i don't understand is that other projects are changing normally this happen only with this specify project. ![image](https://user-images.githubusercontent.com/19982365/170296373-a34391b1-e08e-4f90-a480-c9bc5add0f1f.png),en
info-needed:invalid:*english-please:translation-required-chinese-simplified,2022-05-24T03:02:26Z,所需的数据太大，无法直接发送。我们已经将其写入剪贴板，请粘贴。,150246,completed,资源管理器界面，按一下鼠标中键变成滚动模式没效果，鼠标也变不回来了,closed,"The requested data is too large to be sent directly. We have written it to the clipboard, please paste it.",zh-CN,"In the file explorer interface, clicking the middle mouse button to enter scrolling mode has no effect, and the mouse won't revert back. The required data is too large to send directly. We have written it to the clipboard, please paste it.",zh,"Explorer interface, clicking the middle mouse button into scroll mode has no effect, and the mouse won't change back The required data is too large to send directly. We have written it to the clipboard, please paste it.",ZH,"On the Resource Manager interface, pressing the middle mouse button to change to scroll mode had no effect, and the mouse did not return. The required data was too large to be sent directly. We've written it to the clipboard, please paste it.",zh
info-needed:*english-please:translation-required-portuguese-brazil:triage-needed,2022-05-23T11:32:13Z,"
Issue Type: <b>Bug</b>

Não consigo salvar as alteração que estou fazendo no projeto. Aparece a mensagem de erro: Erro ao salvar index.html: Não é possível gravar o arquivo

",150173,completed,Erro ao salvar index.html: Não é possível gravar o arquivo,closed,"
Issue Type: <b>Bug</b> I can&#39;t save the changes I&#39;m making to the project. I get the error message: Error saving index.html: Unable to save the file

",pt,Error saving index.html: Unable to write the file. Issue Type: <b>Bug</b> I can't save the changes I'm making to the project. The error message appears: Error saving index.html: Unable to write the file.,pt,Error saving index.html: Cannot save file Issue Type: <b>Bug</b> I can't save the changes I'm making to the project. The error message appears: Error saving index.html: Cannot save file,PT,Error saving index.html: Unable to save the file Issue Type: <b>Bug</b> I can't save the changes I'm making to the project. The error message appears: Error saving index.html: Unable to save the file,pt
info-needed:*duplicate:*english-please:translation-required-chinese-simplified,2022-05-22T14:43:27Z,"Issue Type: <b>Bug</b>

我无法登陆微软账户或github账户，显示vscode.dev阻止连接，

",150122,completed,无法登陆,closed,"Issue Type: <b>BugI</b> cannot log in to my Microsoft account or GitHub account, and it says vscode.dev blocks the connection.

",zh-CN,"Unable to log in. Issue Type: <b>Bug</b> I am unable to log into Microsoft account or GitHub account, it shows that vscode.dev blocks the connection.",zh,"Can't log in Issue Type: <b>Bug</b> I can't log in to my Microsoft account or my github account, it says vscode.dev is blocking the connection.",ZH,"Unable to log in Issue Type: <b>Bug</b> I can't log in to my Microsoft account or GitHub account, and it says vscode.dev blocks the connection.",zh
info-needed:*english-please:translation-required-chinese-simplified:triage-needed,2022-05-22T01:43:27Z,"所
Issue Type: <b>Bug</b>

已经设置microsoft dege 浏览器为默认浏览器，可是在运行文档时总是提示：打开浏览器失败请检查是否已安装。
Have been set, microsoft dege  The Browser for The default  browser, However,when running the  document,youare always prompted;
open browser failed pledse check if you have installed.

",150106,completed,浏览器,closed,"Issue Type: <b>Bug</b> Have been set, Microsoft dege The Browser for The default browser, However, when running the document, you are always prompted; open browser failed please check if you have installed.

",zh-CN,"Browser. Issue Type: Bug. Microsoft Edge has been set as the default browser, but when running the document, you are always prompted: open browser failed, please check if you have installed.",zh,浏览器 所Issue Type: <b>Bug</b>已经设置microsoft dege 浏览器为默认浏览器，可是在运行文档时总是提示：打开浏览器失败请检查是否已安装。Have been set microsoft dege The Browser for The default browser However when running the document youare always prompted;open browser failed pledse check if you have installed.,EN,浏览器 所Issue Type: <b>Bug</b>已经设置microsoft dege 浏览器为默认浏览器，可是在运行文档时总是提示：打开浏览器失败请检查是否已安装。Have been set microsoft dege The Browser for The default browser However when running the document youare always prompted;open browser failed pledse check if you have installed.,en
