Summary,Issue id,Status,Priority,Resolution,Created,Resolved,Description
View Image error on canvas,1667600,RESOLVED,--,FIXED,2020-09-26 18:34:05+00:00,2020-11-10 22:38:58+00:00,"Clicking ""View Image"" on a Canvas (which probably the same time is a frame) produces an error:
```
Error: TypeError: Argument 1 is not valid for any of the 1-argument overloads of URL.createObjectURL.
Source File: chrome://communicator/content/nsContextMenu.js
Line: 1127
```
The problem is
[let blobUrl = URL.createObjectURL(this.target);](https://gitlab.com/seamonkey-project/seamonkey-2.53-comm/-/blob/2_53_4_beta_01/suite/base/content/nsContextMenu.js#L1127)
because *this.target.toBlob()* must be used rather then just *this.target* .
(And *toBlob()* canvas method is async).

Note, the correspond Fx part has [toBlob()](https://gitlab.com/seamonkey-project/seamonkey-2.53-mozilla/-/blob/2_53_4_beta_01/browser/base/content/content.js#L879)

Preliminary patch attached (fixed the issue)."
PINTEREST user pages shown empty,1668166,RESOLVED,--,WORKSFORME,2020-09-30 05:11:30+00:00,2021-11-09 22:50:50+00:00,"Steps how to reproduce with installation of unofficial (by wg9s) De SeaMonkey 2.53.5 beta 1 pre Mozilla/5.0  (NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0 Build 20200901210005 **(Newly created User Profile**, Default Classic Theme) on German WIN7 64bit:  
1. Visit https://www.pinterest.de/lprttel/  (no login required)  
    Expected: shows lots of pictures
    Actual: white page 😥    
2. compare with view in MS Edge, there the page is shown with lots of pictures  

### Additional info
Effect is not limitedto that particular page, similar problem with https://www.pinterest.de/rainerbielefeld/ :  In SM Text ""Rainer Bielefeld 0 Follower • 3  Folge ich
Tja, <http://de.wikipedia.org/wiki/Kleine-Welt-Ph%C3%A4nomen> finde ich interessant, seid bitte nicht Böse, wenn ..."" is missing."
Memory leak and unresponsive,1668337,UNCONFIRMED,--,,2020-09-30 17:24:07+00:00,2021-03-10 22:34:55+00:00,"User Agent: Mozilla/5.0 (Windows NT 6.1; rv:60.0) Gecko/20100101 Firefox/60.0 SeaMonkey/2.53.4

Steps to reproduce:

Does not matter. Problem seems to be related to memory usage.
Simply open 300-500 pictures in tabs.


Actual results:

1. Memory usage is increasing even when I do nothing.
Obviously a leak.

2. More important
When reaching 900 MB memory the browser gets more and more slow.
At 1000 MB it becomes absolutely unresponsive and needs to be killed.
Sometimes I have to do this 5 times a day.   :(





Expected results:

It just should work!
I don't understand why this has not been fixed for a long time.

I have tested Firefox 78.3 ESR  and  Pale Moon 28.14 in the same environment.
Both are working fine."
NEWS FEED subject lines are incorrectly displayed in a place where EMAIL subject lines are supposed to be displayed,1669015,NEW,--,,2020-10-03 15:48:19+00:00,2021-03-10 22:07:24+00:00,"User Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36

Steps to reproduce:

Create a News and Feeds account. Add some subscriptions.

Create a search folder called 'unread' of unread messages, i.e. searching on status not equal to read.

View the unread folder and type a search term into the search box to limit articles to those whose subject line contains the term.

Remove the search term by clicking on the sweeping brush icon.

Select the email Inbox.



Actual results:

After a pause, the News and Feed subjects from the unread folder are displayed in the place where Inbox email subjects should be displayed.


Expected results:

Email Inbox subjects should have been displayed.

This happens in 2.53.4 but has happened in previous, possibly for years."
"classic theme: hardcoded or undefined link colors can result in hard to read text with dark/""high contrast"" OS themes",1669041,NEW,--,,2020-10-03 21:57:07+00:00,2021-03-10 22:07:36+00:00,"When using an OS/toolkit theme with a dark background and the SeaMonkey default/classic theme, some parts of the interface have hard to read links:

* The RSS/Atom feed preview does not specify link colors: links are colored using the chosen default web page link colors (by default #0000EE for unvisited links, #551A8B for visited links);
* Some about: pages have the same problem as feed previews;
* The bookmark toolbar has a hardcoded :hover color for top-level bookmarks, #0000FF;
* Mail & Newsgroups: Message header contents that are links (e-mail addresses and Message-IDs) have a hardcoded color of #0000FF, with #FF0000 for :hover."
Particular maptionnaire application does not work,1669221,RESOLVED,--,FIXED,2020-10-05 14:18:47+00:00,2023-07-09 09:58:59+00:00,"Steps how to reproduce  with installation of unofficial (by wg9s) De SeaMonkey 2.53.5 beta 1 pre Mozilla/5.0  (NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0 Build 20200901210005 (Newly created User Profile, Default Classic Theme) on German WIN7 64bit
1. Visit <https://mep.braunschweig.de/>
2. Click [Jetzt Mitmachen]
3. on appeared <https://new.maptionnaire.com/q/4bu4mmo6v794> click [>] to go to next step
4. Select Stadtbezirk ""Weststadt""
5. click [>] to go to next step
6. [ÖPNV-Wege], so that small ""ÖPNV-Wege | Abbrechen - Rückgängig - Seichern"" appears
7. Move mouse Pointer on map
     Expected: Tooltip ""Clicken Sie hier ..."" appears, clicks on map create waypoints
     Actual: Nothing

### Additional Info
a) Works fine in FF, Edge
b) I did not get that working with modificaton of HTTP preferences or User Agent String
c) Error Console shows 2 declaration errors in step *6("
Search messages from mail window does not work,1670257,NEW,--,,2020-10-09 15:02:37+00:00,2025-03-01 15:10:06+00:00,"User Agent: Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0

Steps to reproduce:

Open an e-mail in a separate window by double clicking on it.
Make sure the button ""Search Messages"" is present in the Tool bar.
Click the ""Search Messages"" button.



Actual results:

The search Window pops up, but there are no search options present in the search field and the ""Search for messages in:"" drop down box is not prefilled with the current e-mail folder.  Even after selecting a folder in the ""Search for messages in:"" drop down - there is still no search options available - so a search cannot be started.


Expected results:

The search Window should show the same as if  ""Tools"" -> ""Search Messages"" in the menu had been chosen, or if Ctrl+Shift+S had been pressed."
"Website Navigation Bar: ""rel is not defined"" when rel has more than one value",1670465,RESOLVED,--,FIXED,2020-10-11 11:01:14+00:00,2020-11-10 22:31:42+00:00,"In linkToolbarHandler.js, line 32 compares the value of rel, resulting (with the Website Navigation Bar visible) in ""ReferenceError: rel is not defined"" when this condition is evaluated.

This check was introduced in bug 240393, see [0]. Should it be ""linkElement.relValues[i]"" instead of ""rel""?

[0] https://bugzilla.mozilla.org/attachment.cgi?id=300877&action=diff"
I dont find any tab to change UI color to white,1671242,RESOLVED,--,INVALID,2020-10-14 17:19:45+00:00,2020-10-15 04:17:52+00:00,"User Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36 OPR/71.0.3770.228"
I dont find any tab to change UI color to white,1671245,RESOLVED,--,INVALID,2020-10-14 17:25:38+00:00,2020-10-15 04:19:43+00:00,"+++ This bug was initially created as a clone of Bug #1671242 +++

User Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36 OPR/71.0.3770.228"
Port packaging parts of Bug 1647039 to SeaMonkey.,1671790,RESOLVED,--,FIXED,2020-10-17 20:02:11+00:00,2020-10-17 21:27:06+00:00,msgReadSecurityInfo.js and msgReadSecurityInfo.xhtml was removed.
MailNews:Composition & Composer: changing text/bg-color often malfunctions & freezes the document-window,1673203,UNCONFIRMED,--,,2020-10-24 23:03:37+00:00,2021-03-10 22:04:23+00:00,"User Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:60.0) Gecko/20100101 Firefox/60.0 SeaMonkey/2.53.4

Steps to reproduce:

This bug happens frequently when I try to change the text-color of an already typed text, or background color, both in the HTML- Composer-page or writing or editing a new e-mail.


Actual results:

Instead of the normal color-menu, with the various little colors to choose from, I get a blank grey block of the same size, and the window freezes: I can no longer work on this document, not close it either. All other open windows do work, but I have to entirely shut down SeaMonkey, and therefore most often loose what new document I was working on. 


Expected results:

The menu for colors (text- or background) should have opened normally, like it did in the earlier versions. (2.49) and I should have been able to keep on working."
Port extra strings from |Bug 1425962 - Subscribe dialog broken for IMAP and news| and |Bug 1466705 - Fix subscribe dialog for IMAP and news|,1673959,RESOLVED,--,FIXED,2020-10-28 18:34:24+00:00,2021-01-10 23:33:07+00:00,When bug 1425962 and bug 1466705 were done no equivalent strings were added for SeaMonkey. This means wherever bug 1425962 and bug 1466705 have/get landed we would break.
Typos and other mistakes on SeaMonkey news page,1674193,ASSIGNED,P5,,2020-10-29 18:22:46+00:00,2023-10-19 16:26:49+00:00,"I found some typos:

offical -->
official
  
textareas  -->
text areas
  
possibilites  -->
possibilities
  
vulnerabilites  -->
vulnerabilities

and:

Link behind ""mozilla.org Donation FAQ"" to <https://www.mozilla.org/de/foundation/donate_faq.html> shows 'Error 404'
May be there should simply be a link to <https://www.seamonkey-project.org/donate/>?"
Particular SM Browser advertisement windows will create a new blank SM window when you close it via Taskbar preview window Close-X,1674615,NEW,--,,2020-11-01 00:03:44+00:00,2021-03-10 22:05:46+00:00,"User Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0

Steps to reproduce:

I went to the website https://vww.zetorrents.io for example.
It happens with others website too.

I choose a link on the main list.


Actual results:

When the new page loads , a hidden pop-up appears on the background and cannot be closed by using the upper right cross because it created a new one everytime.
This new page has got this URL  : chrome://sstart/content/sstart.html.
The only one to close the window is open it wide.





Expected results:

The hidden pop-up could have been closed with the upper right cross without creating any other window."
SeaMonkey source tarball excludes too much,1674667,RESOLVED,--,FIXED,2020-11-01 20:38:50+00:00,2020-11-10 22:27:26+00:00,"As mentioned in Bug 1618852 there are items starting .git that should not be excluded so exclusion list should be something like:
.git
.gitattributes
.gitkeep
.gitmodules

This backports bug 1621564"
"Close TAB focus switches to TAB left from closed one instead of ""parent TAB"" from which closed TAB became opened",1675398,RESOLVED,P4,DUPLICATE,2020-11-04 23:29:03+00:00,2020-11-05 06:34:37+00:00,"User Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0 SeaMonkey/2.53.3

Steps to reproduce:

Open a new tab
Go back to first tab and open another tab. 
Now close that latest tab again..


Actual results:

Browser jumps to the last opened tab (right to latest tab), but not to the tab the latest was opened from (""parent"" tab).


Expected results:

Browser should jump back to ""parent"" tab."
"""Save page as"" does not add an ext "".htm"" anymore",1675464,RESOLVED,--,FIXED,2020-11-05 10:03:57+00:00,2020-11-11 21:27:28+00:00,"User Agent: Mozilla/5.0 (Windows NT 6.3; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0

Steps to reproduce:

1. Try to ""save page as"" on any site, SeaMonkey home page for example
2. Offers to save the page dialog as per my settings.
3. The expected .htm extension is not part of the offered filename
4. Before build 2.53.6 build 20201028210003 it used to be ok
It's ok on 2.53.5 build 20200917210035


Actual results:

The suggested name to be saved was [filename]



Expected results:

The suggested name to be saved should have been [filename].htm"
Email is not periodically checked after login,1675722,RESOLVED,--,WORKSFORME,2020-11-06 10:04:28+00:00,2020-11-06 18:06:52+00:00,"User Agent: Mozilla/5.0 (X11; Linux i686; rv:83.0) Gecko/20100101 Firefox/83.0

Steps to reproduce:

All previous versions:
I log on to the POP server with my password. From then every 5 minutes the mail is checked and I need not enter the password. Also, when pressing ""Get Msgs"" I need not enter anything and the mail is checked.
From 2.54.4:
I log on as usual. Mail is peridically checked from some time (2 hours?) and from then no checks anymore. EACH TIME that I press 'Get Msgs"" I have to re-enter the POP password. 


Actual results:

When you press ""Get Msgs"" you need to re-enter the POP password


Expected results:

The mail should have been retrieved immediately"
POP3 client of Yahoo email account does not work due to password security,1675984,RESOLVED,--,INVALID,2020-11-08 00:54:49+00:00,2020-11-08 11:38:52+00:00,"User Agent: Mozilla/5.0 (Windows NT 10.0; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0 SeaMonkey/2.49.4

Steps to reproduce:

I have an email account on Yahoo which supports access by POP3 clients such as SeaMonkey. I configured the account as specified by Yahoo in SeaMonkey. Then when I opened SeaMonkey email, it asked me for the password of the Yahoo account which I entered. 


Actual results:

 The password was taken in by SeaMonkey but did not read in any emails. In addition, within 20 seconds, I got this message from SeaMonkey 
""Sending of password for user kirk.anderson1 did not succeed. Mail server pop.mail.yahoo.com responded: Server error - Please try again later""


Expected results:

Emails should have been downloaded from Yahoo. And I did check that the password I entered was the same password that worked on Yahoo login"
SeaMonkey composer shows blank dialogue boxes,1677256,UNCONFIRMED,--,,2020-11-14 02:11:40+00:00,2021-03-10 22:06:52+00:00,"User Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.1 Safari/605.1.15

Steps to reproduce:

Seamonkey  vs 2.53.4
tried to make a link to a file using the link menu in  composer window 


Actual results:

produces a greyed out window and a blank dialogue box which can be dismissed with Command period key combination.
Several other menus and system window buttons produce the same blank dialogues.


Expected results:

normal dialogue should be presented to allow selection of file to be linked"
Accounts and folders invisible in folder pane after upgrade to [macOs 11.0. big sur],1677273,RESOLVED,--,DUPLICATE,2020-11-14 06:01:20+00:00,2020-11-17 00:22:23+00:00,"User Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.1 Safari/605.1.15

Steps to reproduce:

Started seamonkey mail. Website popup are also affected. Using version 2.53.4


Actual results:

Text is invisible - see attachment.


Expected results:

Text should be visible."
